index,Artist,Chords,Label,Song
161,misc-children,"Eb,Db,Ab,C,Fm,D,Em,G",novice,pinkfong-baby-shark
162,warfaze,"Gm,Cm,F#,A#,D#,G#",intermediate,purnota
163,nickel-creek,"Am7/G,C,F,F/E,Am,D/C,Dm,Dm/E,D,Em",advanced,where-is-love-now
164,we-the-kingdom,"C,Em/G,Dsus,D,Em,G/C,G",intermediate,god-so-loved
165,r-dean-taylor,"A,E,C,F,Am,D,Em,G",advanced,indiana-wants-me
166,chris-stapleton,"A,E,Gm,Bb7,C,Fm,Dm7,D9sus4",intermediate,i-was-wrong
167,john-paul-young,"F#m,A,Amaj7,E,Dmaj7,F,E7,Bm,A/E,C#m,E6,A#dim,Dmaj9",advanced,love-is-in-the-air
168,radiohead,"Gm6/Bb,Dsus2,A,Asus4,Gm,Bb(b5),Gm/Bb,G6,D,Em,G7M",advanced,no-surprises
169,colbie-caillat,"A,E,Amaj7,Bm,D,C#m",novice,bubbly
170,frank-sinatra,"Fm7,Gdim,Abdim,Abmaj7,A7,A6,Db9,Bb9,G7#5,Am7b5,Fm7b5,Gb6,Gm7,Eb6,Ab6,Db13,Bdim,Gb9,Abm6,Bb13,Bb7,C7,Eb7,Cm7,Bbdim,Adim,Bm6,Gm7b5,Ebmaj7,C9,Eb9,Bb7#5",advanced,moonlight-serenade
171,doris-day,"Am7,F,A7,Em7,Dm,D#dim,Dm7,EM9,CM7,Ebm7,Fm,Fdim7,D7,E6,A#dim,Bdim,Dm9,G7,CM9,A+,C6,F#m7,B7",advanced,tea-for-two
172,sonu-nigam,"A,E,F#,C,Bm,D,G",intermediate,abhi-mujh-mein-kahin
173,nino-ferrer,"G5,C5,C7,B5,C,F,Am,C/B,Am/F#,D7/F#,Em,D5,Am/G,A5",advanced,le-sud
174,taylor-swift,"Bm,Gmaj7,D,G",novice,mirrorball
175,electric-light-orchestra,"Bb/C,Eb,Db,A,Bb,Gm,F,C,Dm/C,Am,Em7,Dm,Em,Bbmaj7,G",novice,mr-blue-sky
176,misc-computer-games,"Dm,F,C,Bb",intermediate,red-dead-redemption-2-thats-the-way-it-is
177,the-pretty-reckless,"A,Bb,E,C,A7,Bm,B,D,Em,G",intermediate,make-me-wanna-die
178,michael-sembello,"Em6,Cadd9,C,Dsus4,A7,B7(b13),Em7,Em(maj7),Em,B7",intermediate,maniac
179,gary-moore,"Bb,Gm7,C,C/D,F,Dm,C/Bb,Bbmaj7",advanced,empty-rooms
180,journey,"F#m,Dsus2,A,Dsus2/F#,Dsus4,Bmadd11/G,Bm11/G,Bm,Em7,D,Em,D5,Gmaj7,G,A5",advanced,ill-be-alright-without-you
181,blur,"A,E,Dsus4,G9,G6,D,Em,A6",advanced,to-the-end
182,nina-simone,"Eb,C/E,Bb,Gm,C7,Cm,F,Eb7,Gm/D,Am,A7,D,Gm6,D7,Gm/F,Eb/G",novice,feeling-good
183,classics-iv,"Am7,G#7,A7,E7,Em7,Dm7,Bmaj7,G#m7,Bm7,A#m7,D,D#7,C#7sus,D7,Gmaj7,G,G7,C#m7,F#7,Cmaj7,F#,Cm7,D7sus4,F#6,C#7sus4,C,D#m7,F#maj7,C#7,G6",advanced,everyday-with-you-girl
184,porter-robinson,"F#m,A,Dbm,Bm,D",intermediate,goodbye-to-a-world
185,misc-cartoons,"F,C,E7,Am,C/F,G",novice,moana-youre-welcome
186,misc-cartoons,"Bb,F,Emaj7,C#m,B/F#,G#m,A#m,G#sus,Fm,G,G#aug,C#m7,A,E,Bbsus,B7sus,G#,B,Eb,Ab,Abadd9,Cm,B/F,D#m7b5,E/G#,Ebmaj7,F#m7,B7",intermediate,frozen-2-the-next-right-thing
187,joe-cocker,"Eb,Bb,Gm,C7,Gm7,F,C,GmMaj7,Eb/Bb,Ebm,C9",advanced,noubliez-jamais
188,johnny-nash,"A,F,C,Bm,D,C#m,G",intermediate,i-can-see-clearly-now
189,ghost,"Dsus4,C,Am,D,Em,G",intermediate,dance-macabre
190,dean-martin,"G7,A,Bb,E,C7,F,C,Am,Dm,Em,G",intermediate,everybody-loves-somebody
191,the-wallflowers,"A,F#7,Dsus4,A7sus4,Bm,Em7,D,G",novice,one-headlight
192,kirk-franklin,"C/E,Bb/G,Bb/C,F/C,F/A,C#,A,F/D,Bb,F,C,Bb/D",advanced,my-life-is-in-your-hands
193,nick-cave-the-bad-seeds,"Cmaj9,Cmaj7,F,C,Dm,Em,G",novice,into-my-arms
194,parokya-ni-edgar,"Bm,D,G,A",advanced,halaga
195,pentakill,"Gm,F,A#,Dm,A5",advanced,lightbringer
196,aurora,"F#m,E,Bm,Amaj7",intermediate,exist-for-love
197,jo-vally,"C/A,F,F/E,Gdim7,Am,A7,Fmaj7,Dm,C+5,D#dim7,D7/F#,Cdim7,C/G,D7,G,F/A,C/B,C/E,C,G+5,Ab7,Em",advanced,over-25-jaar
198,tauren-wells,"A,Bm7,Asus,Em7,D,Aadd4,G",intermediate,hills-and-valleys
199,aaron-tippin,"C,F#,D,Em,G",advanced,where-the-stars-and-stripes-and-the-eagle-fly
200,muse,"F#m,Eb,G,Ab,A,E,Cm,C,Abm,Bm,D#,Em,B,G#m",intermediate,knights-of-cydonia
201,simple-minds,"A,E,C,D,Em,G",novice,dont-you-forget-about-me
202,outkast,"D,G,C,E",novice,hey-ya
203,misc-christmas,"G7,C,D,Em,D7,G",novice,silent-night
204,jason-mraz,"F#m,A,E,F#,B7sus,C#m,B,G#m,B7",advanced,please-dont-tell-her
205,dallyn-vail-bayles,"F#m,A,E,D#m,F,C,F#,E7,Bm,Am,D,B,Em,C#m,G,G#m",advanced,you-know-better-than-i
206,misc-traditional,"Dm7,G7,Am7,C,F,A7,E7,Am,C/B,Dm,D7,G",intermediate,the-star-spangled-banner
207,kacey-musgraves,"F#m,Am7,A,Gm,Dmaj7,E7,Bm,Em9,Em9/A,D,D7,Gmaj7,G",intermediate,golden-hour
208,chris-stapleton,"Cadd9,G,Dsus4,G/B",novice,millionaire
209,frente,"F,G,C,Em",intermediate,bizarre-love-triangle
210,james-morrison,"Dm7,Ab,G7,Am7,D/F#,Bb,C,F,Am,Em7,Fm,EbM7,Em,G",intermediate,you-give-me-something
211,jimmy-buffett,"Amaj7,Dmaj7,C,F,Am,Bm,D,G",intermediate,come-monday
212,misc-praise-songs,"G7,Am7,F,C,Dm,D,G",novice,blessed-assurance
213,lais,"A,Bb,C,F,Am,Dm,G",advanced,t-smidje
214,taylor-swift,"Bm,D,G,A",novice,i-knew-you-were-trouble
215,james-taylor,"Esus4,E/F#,C#m7,A,E,Aadd2,Dmaj7,F#m6,Daug/F#,Caug/E,C#maj9,Bm7,E7,F#7,D/E,F#9,Bm7/E,B",advanced,secret-of-life
216,the-killers,"Em7/D,D/F#,A,C,Am,Em/G,Em7,Bm,B,D,Em,Em7/A,Em/D,G",advanced,midnight-show
217,nada-surf,"A,Bb,F,C,Am,Dm,C/Bb,G",advanced,blizzard-of-77
218,kirk-franklin,"Adim7,Am11,Dm,Eb6/B,Cm9,G7/B,Gm7,G,Fm9,G7,Bb13,D7b13,Ab9#11,Cm7,Dbmaj9,Bbmaj7,C7/E,Fsus7,Cm11,Eb6/Bb,Bmaj9,Bbmaj9,Ebmaj7,Fadd9,G/B",advanced,just-for-me
219,michel-jonasz,"Fm7,Bb,AbMaj7,A7,E7,Em7,FMaj7,Eb6,Fm,D,F7,F9,BbMaj7,G7,Bb13,Bb7,F#7,DbMaj7,Cm7,BMaj7,EbMaj7,E7b5,Csus4,C,A7sus4,D13,GMaj7",advanced,les-vacances-au-bord-de-la-mer
220,grateful-dead,"F#m,A,E,C#m,B",intermediate,sugaree
221,bill-haley-his-comets,"A7,D7,A,E7",intermediate,rock-around-the-clock
222,neil-young,"G7,A,Bb,Gm,Dm,F7",advanced,southern-man
223,5-seconds-of-summer,"F,C,Am,Dm,G",novice,lie-to-me
224,the-beatles,"Aaug,C5,Am7,Bb,E7b9,F,G#5,Am,Dm,Dm7,Dm/F,D,G,G5,E7/G#,A,Bb7,B5,C",intermediate,i-want-you-shes-so-heavy
225,ambar-lucid,"C#m,F#,B,G#m",advanced,a-letter-to-my-younger-self
226,the-hollies,"F,G,C,Bb",novice,carrie-anne
227,vst-company,"E,Bb7,Bbm7,F#,BM7,DM7,Bbm,Bm,C#7,C#m,Esus,AM7,G#m",advanced,awitin-mo-at-isasayaw-ko
228,david-bowie,"Am7,Bm/D,Em7,Fm6/D,Gm7,Cm/D#,Bm7,Bm,Fm,A#m7,D,Gmaj7,C#maj7,E,Em6/C#,Cmaj7,Cm7,G#maj7,Em,F#m7",advanced,this-is-not-america
229,rod-stewart,"Db,F,Ebm6,Bmaj7,Ebm7,Edim,F#7+5,F7,F9,Db7,Eb7,Bbm,Ab9,B,F#6,Abm7,Bbm7,Abm9,B6,Ab7,F#9",advanced,these-foolish-things
231,jacks-mannequin,"Eb,Db,Ab,Bb,Gb",advanced,the-mixed-tape
232,iron-wine,"F,G,C,Am",novice,flightless-bird-american-mouth
233,gotye,"Dm,C,Bb",novice,somebody-that-i-used-to-know
234,scorpions,"Eb,Bb,Gm,F,C",advanced,going-out-with-a-bang
235,misc-soundtrack,"F#m,A,Bm,D,Em,G",novice,kabir-singh-kaise-hua
236,phil-collins,"Eb,AbM7,Ab,G7,Bb,Cm,EbM7/G,Cm7,Fm,Eb/Bb,G7+9,Bb6,Ab/Bb,Bb7sus4",advanced,something-happened-on-the-way-to-heaven
237,pixies,"A,Bm,D,Em,G",novice,here-comes-your-man
238,herbie-hancock,"Eb/F,Bbmaj,Gbmaj/Ab,Em7,Gmaj,F13,Dbmaj,Db/Eb,D/A,Fm9,Abmaj,G/A,Dmaj,F#m/A,Bm9,Em/A,Emaj,Bmaj,Ab7#9,Abm9,F7b5",advanced,i-thought-it-was-you
239,nirvana,"A,E,C,G,B7",novice,dumb
240,ben-harper-the-innocent-criminals,"C9,F#,Em7,D,G",advanced,beloved-one
241,anuar-zain,"F#m,A,E,Cm,Bm,Dm,Em",advanced,sedetik-lebih
242,fleet-foxes,"Cadd9,Am7,C,Am,Bm,Cmaj9/B,D,Em,G/B",intermediate,featherweight
243,david-bowie,"A,E,Bm7/A,F#,Bm/A,Bm,D,G",novice,moonage-daydream
244,agnes-obel,"Dsus2,C,F,Am,Fmaj7,D,Em,G",novice,riverside
245,julie-london,"A9,Gdim,Bsus,Emaj7,Em7,Dm7,Bmaj7,G#m7,Dmaj7,Bm7,A#maj7,F6,G7,C#m7,E,F#7,B9,Cmaj7,B7sus,D9,C#7,F#m9,F#m7,B7",advanced,the-end-of-a-love-affair
246,norah-jones,"F#m,A,Amaj7,E,A7,E7,C#7,D,B,Dm,C#m,F#m7",novice,dont-know-why
247,tommy-james-the-shondells,"Eb,A,Bb,E,F,D,G",intermediate,crimson-and-clover
248,the-lumineers,"Em,D,G,C",novice,cleopatra
249,gert-taberner,"F#m,A,Bm,D,G",intermediate,fallen
250,philip-bailey,"Eb,Fm7,Db,Bbm7,Cm,Cm7,Fm,GbM9",intermediate,easy-lover
251,misc-soundtrack,"F#m,C#sus,A/C#,C#,E,C#m7,A,Bm,D,F#m7,F#5",intermediate,aladdin-speechless
252,frank-sinatra,"Aaug,A9,Am7,Abdim,A7,E7,Fmaj7,Dm,Eaug,Dm7,Dm7/Ab,Bb9,G7#5,Fm6,Bm7,Dmmaj7,D7,F/C,G7,C7,Cmaj7,Eb7#9/Bb,D9,Bbdim,G7sus4,Dm7/A,C,A7#5,Em9,G6,G9,C6,C9,Eb9,B7",advanced,maybe-youll-be-there
253,nat-king-cole,"Fm7,Gdim,Bb,Abdim,Faug,Emaj7,Fmaj7,Dm7,Bb6,Bb9,Cm9,Gm7,Eb6,Ab6,Cdim,F9,Bdim,Fm9,Eb6add9,Bb9#11,Bb13,Gbmaj7,Dbdim,Db7,Ab9#11,Cm7,Bbmaj7,Ab9,Bbdim,F#6,Abm7,Adim,Bbm7,Ebmaj7,C9",advanced,crazy-she-calls-me
254,mac-demarco,"C,Am,Bm,D,Em,G",novice,my-kind-of-woman
255,zac-brown-band,"Gsus,D,G,C",novice,chicken-fried
256,bellamy-brothers,"A,E,Dsus4,F#,D,B,D7,G,B7",intermediate,let-your-love-flow
257,all-time-low,"F#m,A,A/Bb,Bm,D,Em,G",intermediate,dear-maria-count-me-in
258,sajjan-raj-vaidya,"Cadd9,G,Em",intermediate,chitthi-bhitra
259,bob-dylan,"D/F#,G/A,C,Am,G,G/B",advanced,masters-of-war
260,sticky-fingers,"Db,Db6,Bb7,F#,Ebm7,Bbm,B",advanced,these-girls
261,ariana-grande,"C,Am,D,Em,G",novice,one-last-time
262,prateek-kuhad,"F#,B,E",intermediate,coldmess
263,woodkid,"F#m,A,Bb,E,C,F,Am,Bm,Dm,Cdim,D,Em,C#m,B,B7",advanced,the-shore
264,bethel-music,"C,Dsus,D,Em,G",novice,it-is-well
265,matt-maeson,"G,F,Am7,C",novice,cringe
266,black-label-society,"A,C,Bm,D,Em,G",advanced,blood-is-thicker-than-water
267,paul-simon,"C7,C,F,D,Em,G",intermediate,slip-sliding-away
268,kaleo,"F,C,Am,Dm,D,G",novice,way-down-we-go
269,ben-platt,"C/E,F/A,Bb,F,C,Bbm,Dm,C/G",intermediate,run-away
270,fergie,"D/F#,C,D,Em,G,G/B",novice,big-girls-dont-cry
271,marc-anthony,"G7sus4,Eb,Am7/G,E,C7,Bb,Bb7,Cmaj7,C,Aadd9,F,Am,Cm,Dm,Fm,Dm7,G,G#m",advanced,no-me-ames
272,capital-city-music,"A,Bm,D,Em,G",novice,lean-back
273,the-rolling-stones,"A,E,C,F#,D,B,G",intermediate,jumpin-jack-flash
274,gloria-gaynor,"Bm7-5,Esus4,G7,Am7,E,Cmaj7,Fmaj7,Dm7,G",novice,i-will-survive
275,hillsong-worship,"F#m,A/C#,A,E,E/G#,D,C#m,F#m7",novice,what-a-beautiful-name
276,johnny-mathis,"Eb13/Bb,Fm7,Am11,Abdim,Abmaj7,Db13/Ab,Bbm9,Bb7sus4,F13,Eb6,Ab6,F9,G7,Bb13,Bb7,C7,Dbdim,Eb7,Cm7,Bbm,Bbmmaj7,F7/A,Bbdim,D7/A,Bbm7,Abm9,Ebmaj7",advanced,misty
277,kylie-minogue,"Esus4,Am7,E,Am,Emadd9,Fmaj7,Em9,Em7,D#dim,Em,Dm7",intermediate,cant-get-you-out-of-my-head
278,tom-waits,"F,G,C,E",novice,i-hope-that-i-dont-fall-in-love-with-you
279,the-las,"Cadd9,C,Am,G/F#,D,Em,G",novice,there-she-goes
280,red-hot-chili-peppers,"E,D#m,C,F#,Emaj7,Bm,D,D#,Em,G,G#m",novice,wet-sand
281,ray-charles,"E9,Bb7(b13),E7,Eb/Bb,Eb6,F7,Bdim,Gb9,G7,B9,Eb7,B+,Ab9,E+,Eb,Eb+,Adim,Ab,Bbm7,Cm,Ab7,C9,Eb9",advanced,hard-times-no-one-knows-better-than-i
282,harry-gardner,"Eb,Ab,Bb,Cm,F,C,Bm,Dm,Fm",advanced,younger
283,willow-smith,"C#,D#m,A#m,D#,C#m,B,G#m",intermediate,wait-a-minute
284,phil-collins,"F#m,A,E,C,Am,Bm,D,C#m,G",advanced,a-groovy-kind-of-love
285,barry-manilow,"Db,Fm7,Am7,D/F#,Bb,Abmaj7,C/D,Em7,Eb/G,Gm7,Bm,Fm,D,G,A,A/G,G/A,F#,B,Ebadd9,Eb,Gadd9,Gsus,Ab,Bbm7,Dadd9,C,Cm,Dsus,Em,Em7/A,Em/D,F#m7,G/B",advanced,if-you-were-here-with-me-tonight
286,arthur-gunn,"F,C,Am,Em,G",intermediate,nyano-ghar
287,misc-soundtrack,"A,E,F,C,Am,Dm,Em,G",intermediate,la-la-land-another-day-of-sun
288,christina-perri,"Cadd9,Am7,G/Gb,Gmaj7/Gb,Cmaj7,C,Bm7,Em7,C/B,D,G6,Gsus4,Em,C6,Gmaj7,G",advanced,a-thousand-years-part-2
289,depeche-mode,"Cm,F,C,Am,Dm,G#",novice,enjoy-the-silence
290,william-mcdowell,"Eb,Db,Ab,Gbmaj7,Bb,F,Ebm7,Bbm,Gbmaj9,Fm,Gb",advanced,closerwrap-me-in-your-arms
291,selena,"C,Am,Bm,C/B,D,Em,G",advanced,amor-prohibido
292,gary-moore,"Esus4,Am7,E,Cmaj7,C,D7,Bm7,E7,Am,F/G,Fmaj7,F7,Bm,Em,Dm7",advanced,still-got-the-blues
293,amy-winehouse,"F#m,G,D/F#,G/A,F#,Bm7,E7,G#m7b5,E/G#,Em9,Bm,A7,Em,D6,Gmaj7,F#m7,F#sus4",novice,tears-dry-on-their-own
294,of-montreal,"A,E,Cm,F,C,A#m,Am,E7,F#,C#7,Bm,A7,D,Dm,D7,Fm,G",advanced,everything-disappears-when-you-come-around
295,toto,"Eb,Abadd9,Bb,Cm,Bbadd9,F,Ebm,Gb",advanced,bottom-of-your-soul
296,coldplay,"G,D,C,Em",intermediate,viva-la-vida
297,engelbert-humperdinck,"Fm7,D/F#,A7,Em7,Em7/B,Gm,Dmaj7,D7+,D,Gmaj7,G,F#m,A,Ddim/F,A7/C#,Em9,G6,Em,D6,Em7/A,F#m7",advanced,the-last-waltz
298,the-band,"F#m,A,E,D,G",intermediate,up-on-cripple-creek
299,the-script,"G5,C5,C,Am,Em,D5,G",advanced,good-old-days
300,taylor-swift,"C,D,G,Em",novice,enchanted
301,my-chemical-romance,"B,A,E",novice,teenagers
302,misc-soundtrack,"Eb,Bb,Gm,C,F,D,Em,G",intermediate,dear-evan-hansen-you-will-be-found
303,kris-kristofferson,"C,Am,G/F#,D,Em,G",intermediate,sunday-morning-coming-down
304,nightwish,"Esus4,Bsus2,A,Bm,D,Em,G",intermediate,the-islander
305,frank-sinatra,"Gbdim,Adim,Am7b5,Gm,Abdim,Cm,Gm7,Cm7,Cm7/G,F7/A,D9,D7,Bb6,Bbmaj7,Ebmaj7,G9/B",advanced,a-day-in-the-life-of-a-fool
306,conan-gray,"F,C,Am,Em,G",novice,comfort-crowd
307,john-mayer,"Cadd9,G/F#,Em7,C/B,D,Em7/B,G",novice,in-the-blood
308,take-that,"A,D/F#,GM7,Dsus4,A7sus4,A7,Bm/A,Bm,Em7,Em/G,D,Em,G",intermediate,back-for-good
309,eels,"G7,A,Bb,Bb/F,G7/B,C,Dm/C,Dm/F,C/B,Dm,A/E,Cmaj7/E",intermediate,that-look-you-give-that-guy
310,ella-fitzgerald,"Fm7,Am7,B13,Abdim,Cm7b5,Emaj7,A6,Gm6,Bbm9,Bmaj7,Bb9,Amaj7,Dmaj7,Gm7,Ebm7,Gb6,Bm7,Bbm6,Ab6,Bdim,Fmaj7/A,Db6,Gbmaj7,Ab13,Dbdim,Dbmaj7,Eb7,Ebm9,B9,F#dim,Ab9,Abm7,Adim,Dbm7,Bbm7,Ab7,B6,Em9,Eb13,Eb9",advanced,spring-can-really-hang-you-up-the-most
311,harry-styles,"G,Am7,Dsus4,C,Am,D,CM,Csus2",novice,ever-since-new-york
312,kailash-kher,"G,F,Dm,C",intermediate,saiyyan
313,angus-julia-stone,"C,Am,Fmaj7,G6,Em,G",novice,big-jet-plane
314,the-everly-brothers,"C7,F,C,Am,Dm,Em,D7,G",intermediate,all-i-have-to-do-is-dream
315,misc-praise-songs,"A/C#,A,E,A7,Em7,D,B,Em,G",novice,great-is-thy-faithfulness
316,whitesnake,"Dm,G,C,Bb",advanced,all-or-nothing
317,gordon-lightfoot,"G7,Am7,F,C,D,Em,G",intermediate,if-you-could-read-my-mind
318,john-mayer,"A/C#,D/F#,A/F#,A7,Am7-5,Em/G,Em7,Am,Em/B,D,G/D,C/G,G,F#m,Am/C,Em/F#,A,C/F#,Gmaj7/F#,G/A,A/E,D7/A,C/E,Am7/G,C,A7/G,Em,Am7-5/Eb,G7/F,G/B",advanced,youre-gonna-live-forever-in-me
319,arctic-monkeys,"F#m,A,E,C#m,G#,B",novice,suck-it-and-see
320,anna-clendening,"Bm,D,G,A",intermediate,boys-like-you
321,george-michael,"A,E,Bm,D,F#m7",intermediate,faith
322,ryan-adams,"Eb,A,Bb,G/A,Cm,C,F,Am,Asus,C/B,Dm,G/D,G",advanced,blue-sky-blues
323,the-divine-comedy,"F#m,Eb,C#,A,Amaj7,E,Bb,Cm,F,Bm,Dm,D,Fm,Em,Bb6,G#,G",advanced,a-drinking-song
324,rush,"Eb,Db,Eb6/9,Bb,Gm,Cm11,Cm,F,Bbsus2,Eb6,Fmaj7,Bb/D",advanced,the-garden
325,lauren-daigle,"G#m6,F#/A#,G#m/D#,G#m7/F#,AMaj7,C#m6/E,A6,C#m,G#m,F#m6,G#m7,F#+5/A#,D#m,B/C#,F#m/E,A/B,A#m,D#7,E2/G#,Esus,F#m7/E,F#m,EMaj7,C#,A,E,C#7/E#,F#,B/A,E/B,A/E,B,C#m/G#,B7/D#,B/D#,E/G#,A2,E+5/G#,F#/C#,F#m7,B7",advanced,oh-holy-night
326,richard-marx,"F#m,C#,A,E,F#,A#m,Am,C#m,G#,B,G#m",advanced,silent-scream
327,kenny-loggins,"Am7,Bb,Abmaj7,F,Fmaj7,Em7,Dm7,Cm9,Gm7,Bm7,D7+5,D7,G,Dm9,Cmaj7,Cm7,E13,Bbmaj7,Fmaj9,Eb,Gsus,Bmaj9,C,Ebmaj9,Ab7,Bbmaj9,Eb13,Ebmaj7,C9",advanced,this-is-it
328,vince-gill,"D,G,A",intermediate,go-rest-high-on-that-mountain
329,michel-fugain,"G7,Gm,Cm,Gm7,F,Abmaj7,Am,Bm,E7,D,F6,Ebmaj7,D7,Bbmaj7,G",advanced,fais-comme-loiseau
330,eagles,"Esus4,G,A,Amaj7,E,Csus4,Cmaj7,C,D7,G6,D,Gsus4,A6,C6,B,B7",intermediate,the-last-resort
331,cody-carnes,"C/E,F2,Am7,C,Dm7add4,Dm,G",novice,run-to-the-father
332,ron-hamilton,"F#m,Daug,A/G,Bm/D,Em/D#,A7,E7,Bm,E/G#,A7/C#,D,A7sus,G/D,Em,D7,Em/D,G,B7",advanced,servants-heart
333,grand-corps-malade,"G,Dm,F,Am",novice,mais-je-taime
334,vulfpeck,"C/E,Am7,Gm7,F,C,C/G,E7,Dm7,G",intermediate,wait-for-the-moment
335,the-beatles,"C#,A,Bb,C,A7,D,B,G",novice,twist-and-shout
336,carly-pearce,"C,D,G,Em",novice,i-hope-youre-happy-now
337,kiss,"Db,Bb,F#/A#,F,Bb/Eb,Eb/G,Bb/D,G#m,Db/F,Gm,Bm/F#,D#m,Am/E,Gm/D,A#,Bm,Cb,Fm,D,G,F#m,C#,A,E,F#,G#,Gb,B,Fb,Eb,Fm/C,Ab,Cm,F#m/C#",advanced,god-gave-rock-n-roll-to-you-ii
338,arctic-monkeys,"A,C,Am,D,Em,G",novice,feels-like-we-only-go-backwards
339,dire-straits,"A,E,D,B,G",intermediate,walk-of-life
340,andy-grammer,"F,G,C,Am",novice,dont-give-up-on-me
341,misc-cartoons,"Dm7,G7,Am7,C7,F,C,A7,Am,Fm,F7,Dm,D7",novice,the-jungle-book-the-bare-necessities
342,the-beatles,"Am7,Bb,F,A7,Am,E7,Fmaj7,Dm7,Dm6,D7,G,G7,A,E,C7,Cmaj7,F#,Eb7,G#,Eb,C,B7",intermediate,you-never-give-me-your-money
343,james-arthur,"F#,B,G#m,E",novice,say-you-wont-let-go
344,chris-stapleton,"Cadd9,Dsus4,Am,Em7,D,Dsus4/F#,Em,G",novice,fire-away
345,michael-jackson,"F#m,Ab,A,Bb,E,C,F,A7,Am,Bm,Dm,D,B,Em,C#m,G",intermediate,you-are-not-alone
346,dionne-warwick,"Fm7,Bb,Ebadd9/D,Abmaj7,Dm7,Bb11,Abmaj7/C,Bb9,Bb7sus4,Ebmaj9/D,Gm7,G7,Db6,C7,Cm7,Ebadd9,G7sus4,Ab,C,Cb6,Ebmaj9,C7sus4,Bb/Ab,Fm7/Bb",advanced,thats-what-friends-are-for
347,liam-payne,"A,Bm/A,Bm,Fmaj7,D,Em,Gmaj7,F#m7",advanced,depend-on-it
348,the-hollies,"Bb,Cm,C,F,A7,Bbm,Bm,Am,Dm,D,G,B7",intermediate,the-air-that-i-breathe
349,james-morrison,"F,C,Am,Dm,Em,G",novice,broken-strings
350,franz-schubert,"Dm7,G7,Am7,A,C,F,Am,E7,Dm,D,F7,Fm,D7,G,B7",novice,ave-maria
351,traffic,"F#m,Asus4,A,E7,D,G",intermediate,dear-mr-fantasy
352,panic-at-the-disco,"Bb,F,C,Am,Dm",novice,northern-downpour
353,foo-fighters,"C#7sus2,F#m,E,Am,Asus2,D6/C#,B7",intermediate,my-hero
354,porcupine-tree,"Am7,Asus4,Cmaj7,Am,G6,Asus2,Em",advanced,way-out-of-here
355,shakey-graves,"Amadd9,Cmaj7-5,G#6,Cmaj7,C,F,Am,Dm,B7sus4,G",advanced,counting-sheep
356,santana,"Am7,Gm,A7,Dm,Dm7",intermediate,black-magic-woman
357,elton-john,"F/C,Eb,Am7,Bb,C,C/D,A7,Am,E7,A7/C#,C#dim,F7,D,B7sus,Em,G,G/B,B7",advanced,philadelphia-freedom
358,dawes,"G,F,Em,Am",advanced,i-cant-think-about-it-now
359,tori-amos,"Esus4,G,A,E,G/A,F#,Bsus4,D5/E,E/B,D,Em,E5,C#m,Esus,B",advanced,little-earthquakes
360,bob-dylan,"C,C/D,Am,C/B,D,G",intermediate,the-man-in-me
361,negrita,"D6add9/B,A9,F#m,A,E,Bm7,E7,Bm,D,D9,D6add9/A",advanced,gioia-infinita
362,misc-cartoons,"F#m,A,Bm7,Bm,D,G",novice,beauty-and-the-beast-theme
363,miley-cyrus,"C,Am,Bm,Gsus4,Em,G,Gadd4",novice,malibu
364,ed-sheeran,"F,C,Am,Dm,G",novice,im-a-mess
365,justin-timberlake,"C,B,Em,Am",novice,cry-me-a-river
366,charlotte-day-wilson,"Adim7,Db,Gbm,Ab,A,Amaj7,Bdim7,Bbm7,Ebm7,Bbm,Cm7b5,Gb,B",advanced,doubt
367,wrabel,"Am7,Bb,F,C,Dm",intermediate,the-village
368,aurora,"Cmaj7,C,Am,D,Em,G",novice,runaway
369,patsy-cline,"G7,C7,F,C,E7",intermediate,tennessee-waltz
370,gnash,"Bm,D,C,Em",novice,i-hate-u-i-love-u
371,the-pretenders,"F#m,D/A,A/C#,A,Am7,F,C,Bm7,Am,Bm,F(add9),D,Gsus4,Em,C/G,G,G/B",intermediate,ill-stand-by-you
372,dermot-kennedy,"F#m,D,A,E",intermediate,giants
373,ed-sheeran,"Am7,Bb,F,C,Dm",intermediate,south-of-the-border
374,anderson-paak,"B7b9,B9sus4,DM7,Bm7,F7b5,C9sus4,F7,E9sus4,D9sus4",advanced,king-james
375,the-beatles,"Fm6,A,Gaug,Cm,F,C,Am,Dm,Em,G",intermediate,real-love
376,radiohead,"F#m,Cadd9,E,F,C,Dsus4,D,B,Em,G",advanced,myxomatosis-judge-jury-executioner
377,seiler-und-speer,"Am/F,A,Gm,C,F,Am,Dm,B,G",advanced,soits-leben
378,kenny-loggins,"Am7,Bb/F,F/D,Gm11/D,F,E7,Emaj7,F/G,Dm,Dm7,Eb7b5/F,Bb/D,Em7b5,Bb/C,Am7/C,Bbsus2/C,Gm7,Fm/Bb,Dm(maj7),G7,F/A,Bm7b5,Bsus2/C#,C7,Eb7,Cm7,Bbmaj7,Gm7/C,Cm/Eb,C/E,F7sus4,C,C#dim7,Bbmaj9,G/B",advanced,celebrate-me-home
379,klaatu,"A/F#,A7,Em7,C#m,Gm/D,Bm7,Bm,Bm/A,A/B,D,G/D,D7,D/B,A9sus4,D/A,G,F#m,A,Asus4,E,A/G,F#,F#m/A,Bbmaj7,G#,B,Em/A,C,A7/C#,D/E,G/B",advanced,california-jam
380,elvis-presley,"F,G,C,C#7",novice,hound-dog
