index,tempo,duration_m,time_signature,energy,n_unique_chords,n_difficult_chords,chord_per_min
411,98.18,4.290666666666667,4.0,0.476,8,4,27.734617775015536
412,72.58,7.1222166666666675,4.0,0.447,8,0,11.23245805963967
413,97.378,4.566216666666667,4.0,0.742,15,9,24.74696411690203
414,125.839,3.5297833333333335,4.0,0.483,14,9,39.09588407220462
415,162.967,3.0171166666666664,4.0,0.975,8,4,5.634518607721501
416,191.702,3.911783333333333,4.0,0.704,4,0,19.939754672847425
417,169.252,3.2995500000000004,4.0,0.721,8,1,27.882590050158353
418,86.013,3.79045,4.0,0.812,6,1,42.21134693769869
419,100.752,3.840416666666667,3.0,0.588,16,9,19.789519366388195
420,119.18,2.582666666666667,4.0,0.347,30,26,24.7805885389778
421,132.68,6.366650000000001,4.0,0.673,10,4,27.644051424218386
422,95.979,5.475116666666667,3.0,0.35,5,0,7.123135884471259
423,135.054,2.58025,4.0,0.65,6,2,29.454510221877726
424,170.037,3.6128833333333334,4.0,0.119,28,15,22.69655353757156
425,103.342,4.2124500000000005,4.0,0.352,6,6,18.041757172191954
426,86.869,4.718450000000001,4.0,0.485,11,5,20.76953236762072
427,127.167,6.371616666666667,4.0,0.366,12,6,15.694603933590898
428,123.423,2.74555,4.0,0.373,7,0,18.21128735590319
429,125.986,3.662,4.0,0.696,6,1,42.599672310213
430,148.005,6.228183333333333,4.0,0.61,5,1,15.57436491646842
431,119.182,2.74245,3.0,0.391,11,2,29.535634195700926
432,107.531,5.21045,4.0,0.539,8,4,26.677158402825093
433,102.899,5.583333333333333,4.0,0.588,12,7,6.6268656716417915
434,175.04,3.8571166666666667,4.0,0.894,7,2,22.81496973127595
435,81.879,3.1742166666666667,4.0,0.412,15,11,35.28429586302132
436,76.963,3.9735500000000004,4.0,0.381,10,6,30.451359615457207
437,134.486,5.868666666666667,4.0,0.57,4,0,16.01726684084971
438,129.716,3.963783333333333,4.0,0.551,48,36,33.30151748960379
439,160.23,4.936000000000001,4.0,0.92,5,2,16.207455429497568
440,145.744,4.21195,4.0,0.36,4,1,15.669701682118735
441,185.828,2.993333333333333,3.0,0.67,22,16,59.79955456570156
442,79.258,4.1540333333333335,4.0,0.302,7,4,36.350213848388314
443,100.009,3.8033333333333332,4.0,0.773,5,0,10.5170902716915
444,137.114,6.10355,4.0,0.963,14,1,15.564712339540103
445,111.346,4.384,4.0,0.816,6,0,26.68795620437956
446,79.526,3.9202166666666667,4.0,0.974,4,0,35.20213593636406
447,103.014,3.8817833333333334,4.0,0.799,5,0,17.77533521963702
448,83.138,3.5185833333333334,3.0,0.169,6,2,13.35764867489283
449,118.867,3.6733333333333333,4.0,0.142,5,0,23.41197822141561
450,175.997,4.13005,4.0,0.585,9,2,27.118315758889118
451,139.21,3.65735,4.0,0.266,16,2,37.458815809260805
452,88.876,2.2486666666666664,4.0,0.642,12,7,22.680106729914026
453,110.962,3.9648833333333333,4.0,0.673,5,3,26.734708461367084
454,88.969,3.30755,4.0,0.555,13,7,17.233299572190898
455,96.091,3.026216666666667,4.0,0.586,21,21,49.56684088493333
456,142.689,3.502216666666667,4.0,0.474,4,3,25.983543755621437
457,118.506,4.3868833333333335,4.0,0.885,4,0,13.221231474129317
458,151.635,6.412450000000001,3.0,0.548,19,14,32.43690009278824
459,131.353,3.111883333333333,3.0,0.34,21,13,32.13488080637128
460,99.945,3.34645,4.0,0.76,5,0,21.21651302126134
461,79.493,3.5488833333333334,4.0,0.671,14,6,35.222346935421
462,159.803,3.4728833333333333,4.0,0.869,7,4,25.91506577147711
463,99.7,3.36,4.0,0.618,6,1,11.30952380952381
464,111.527,3.19555,4.0,0.301,8,2,25.97361956470717
465,204.36,1.9366666666666668,3.0,0.277,7,2,41.82444061962134
466,133.972,2.9922166666666663,4.0,0.676,7,0,52.135262040961834
467,124.053,4.006666666666667,4.0,0.807,5,0,21.96339434276206
468,77.019,3.6328833333333335,4.0,0.469,4,0,37.43582920820469
469,143.991,3.7116,4.0,0.54,31,15,83.25250565793728
470,169.492,3.502666666666667,4.0,0.768,5,0,24.26722497145032
471,162.05,3.8422166666666664,4.0,0.917,18,15,28.108774015000023
472,143.991,4.04955,4.0,0.955,14,6,30.12680421281377
473,120.042,3.588,4.0,0.762,14,9,40.41248606465998
474,143.888,4.3853333333333335,4.0,0.836,5,0,15.506232897537245
475,103.971,3.8755499999999996,4.0,0.291,5,0,27.0929287455974
476,119.952,4.602666666666667,4.0,0.68,14,12,16.946697566628043
477,121.3,2.1533333333333333,4.0,0.536,8,1,24.613003095975234
478,113.986,3.9342166666666665,4.0,0.416,7,0,26.180561145166553
479,155.941,4.593050000000001,4.0,0.423,25,23,34.61751994861802
480,132.282,2.8644499999999997,4.0,0.21,27,23,28.62678699226728
481,86.573,5.88275,4.0,0.494,5,0,24.138370659980453
483,181.889,2.229116666666667,4.0,0.614,4,3,17.047111337076718
484,161.874,5.51955,3.0,0.571,6,2,7.9716643566957455
485,159.927,2.4979666666666662,4.0,0.52,5,0,34.82832703932532
486,115.732,7.788666666666667,4.0,0.515,19,11,17.97483523067705
487,70.216,5.590450000000001,3.0,0.172,37,34,23.611694944056378
488,115.006,3.53355,4.0,0.834,4,0,16.697089329427914
489,119.441,2.9233333333333333,4.0,0.515,4,0,38.65450399087799
490,127.061,2.973783333333333,4.0,0.971,13,7,13.114607094217805
491,131.808,3.7045666666666666,4.0,0.266,8,3,21.594968372369237
492,115.284,3.8571166666666667,4.0,0.674,20,15,24.889057888664677
493,82.768,3.5264499999999996,4.0,0.398,18,16,47.356406584525516
494,93.099,2.3666666666666667,4.0,0.471,5,0,24.08450704225352
495,66.283,3.1822166666666667,4.0,0.103,21,17,34.56709945373508
497,101.083,3.240666666666667,4.0,0.879,5,1,22.83480765274635
498,154.66,4.0371,3.0,0.391,4,0,7.9264818805578265
499,129.062,4.082883333333333,4.0,0.495,3,0,60.49646287550057
500,163.964,3.7891166666666667,4.0,0.912,5,0,58.06102565681535
501,122.874,5.258966666666667,3.0,0.524,16,8,25.67044222882822
502,88.964,3.4879000000000002,4.0,0.479,11,7,15.19538977608303
503,137.839,3.9120333333333335,4.0,0.464,6,0,10.736104838915823
504,114.613,4.859783333333334,4.0,0.88,14,9,46.915671823503786
505,124.518,3.3615500000000003,4.0,0.783,5,0,24.39350894676563
506,80.063,6.735116666666667,4.0,0.768,4,0,46.32436458660701
507,109.891,3.036016666666667,4.0,0.405,5,0,26.0209375223017
508,123.979,12.209233333333334,4.0,0.18,5,0,7.453375450820007
509,140.015,8.57775,4.0,0.562,8,4,13.639940543848912
510,116.21,8.92155,4.0,0.787,21,14,10.536285735102084
511,128.03,3.1128833333333334,4.0,0.646,5,1,21.84469918028837
512,121.989,3.9897833333333335,4.0,0.0847,5,2,33.585783689172764
513,128.054,3.284666666666667,4.0,0.525,10,2,34.70671808402679
514,103.621,2.7292666666666667,4.0,0.367,7,1,22.350326094921712
515,140.101,5.567783333333334,4.0,0.802,7,0,21.013748739025402
516,107.984,3.612216666666667,4.0,0.955,17,12,23.531257353517923
517,128.56,4.7004,4.0,0.429,7,0,7.446174793634584
518,70.306,3.2337833333333332,4.0,0.207,18,13,23.50188375844599
519,152.02,3.846883333333333,4.0,0.486,9,4,28.07467516994277
520,70.808,3.4066666666666667,4.0,0.0779,6,4,12.622309197651663
521,144.477,4.66155,4.0,0.601,8,2,15.874548165309822
522,108.527,3.728216666666667,4.0,0.625,6,3,30.309397254272593
523,75.042,1.307,4.0,0.14,8,2,85.69242540168325
524,117.239,6.291666666666667,3.0,0.328,24,23,13.19205298013245
525,88.174,3.1024499999999997,4.0,0.198,12,5,37.3898048316653
526,70.645,4.337116666666666,4.0,0.115,18,16,8.992149162077727
527,116.06,3.6522666666666668,4.0,0.37,4,0,13.142523364485982
528,166.741,3.29155,4.0,0.772,7,0,27.950357734198175
529,151.393,3.3568833333333337,4.0,0.775,4,0,26.51268786026721
530,95.024,3.40965,4.0,0.689,5,0,17.303828838737115
531,128.871,5.097783333333334,4.0,0.923,8,4,23.343479355406103
532,143.052,4.956,3.0,0.435,35,19,14.93139628732849
533,117.051,4.166883333333334,4.0,0.723,13,6,37.91802826253034
534,125.814,3.3910833333333334,4.0,0.467,11,5,31.848229425208267
535,125.391,5.842883333333333,4.0,0.668,13,7,32.3470432691622
536,83.753,5.502883333333333,3.0,0.137,35,33,21.988472709761247
537,148.096,4.972883333333333,4.0,0.66,4,0,23.92977916902669
538,113.985,2.6182166666666666,4.0,0.13,35,34,50.41599562042867
539,91.769,3.1807666666666665,4.0,0.765,6,0,25.779948230510467
540,133.334,5.274,4.0,0.975,5,2,36.59461509290861
541,169.864,3.9691166666666664,4.0,0.713,4,1,22.92701566679404
542,109.071,3.3126666666666664,4.0,0.553,9,3,17.81042463272288
543,181.04,3.0471166666666667,4.0,0.895,7,1,22.316178682579707
544,146.484,7.331333333333333,4.0,0.407,15,10,23.18814222060562
545,125.319,3.658933333333333,4.0,0.19,9,3,17.21813278915531
546,163.952,5.042683333333333,3.0,0.242,3,1,12.096734212274551
547,108.038,3.7508833333333333,3.0,0.53,7,1,25.060763464606115
548,166.064,4.522666666666667,3.0,0.273,6,3,52.62382075471698
549,131.916,2.816866666666667,4.0,0.781,7,3,12.42515324355667
550,167.751,0.9073333333333333,3.0,0.0279,10,5,135.56208670095518
551,171.232,3.4054333333333333,3.0,0.235,5,0,23.198222448440237
552,125.026,3.287783333333333,4.0,0.593,5,0,41.97356881789656
553,136.029,3.002683333333333,4.0,0.415,6,1,31.971403355887237
554,145.967,4.686983333333333,3.0,0.479,3,0,13.441481549966397
555,172.66,2.0271,5.0,0.000989,15,2,38.97193034384096
556,86.644,5.018883333333333,4.0,0.493,4,1,4.582692697246732
557,75.977,3.708883333333333,4.0,0.813,5,1,32.08512894716739
558,119.416,2.45,4.0,0.26,21,19,26.122448979591834
559,129.826,6.41755,4.0,0.251,5,1,20.72441975520253
560,120.151,4.296666666666667,4.0,0.492,5,0,14.662529092319627
561,126.047,3.60355,4.0,0.474,4,1,30.24794993825533
562,103.987,3.520883333333333,4.0,0.932,6,0,9.940687232844033
563,85.6,3.5322166666666663,4.0,0.153,8,3,21.799342244954776
564,103.951,4.946666666666667,4.0,0.292,5,1,38.81401617250673
565,89.154,3.15845,4.0,0.193,11,5,38.3099305038864
566,121.348,3.11955,4.0,0.653,4,0,37.18485037906108
567,106.156,3.55995,4.0,0.676,6,0,36.23646399528083
568,141.317,3.3691166666666663,4.0,0.244,9,5,32.055880126838396
569,135.753,4.733333333333333,3.0,0.194,3,0,19.43661971830986
570,96.556,3.9257833333333334,4.0,0.898,8,2,25.72734953109146
571,121.165,4.750883333333333,4.0,0.409,6,1,22.522127464015465
572,123.821,3.3873333333333333,4.0,0.764,18,13,15.646526274355441
573,127.975,3.993333333333333,4.0,0.71,7,1,19.53255425709516
574,101.593,3.954133333333333,4.0,0.499,4,0,23.266792554626385
575,163.255,3.561783333333333,4.0,0.505,6,0,27.233548737289844
576,117.96,4.122233333333333,4.0,0.442,8,3,28.867846717394297
577,96.002,3.5013333333333336,4.0,0.416,4,2,14.85148514851485
578,115.94,3.5681333333333334,3.0,0.439,7,1,17.37603228578902
579,126.786,8.932716666666666,4.0,0.361,6,1,5.2615572343613275
580,118.001,2.3938333333333333,3.0,0.242,30,16,181.71691150873772
581,113.082,4.468666666666667,4.0,0.641,6,2,31.776816350887664
582,95.23,5.413333333333333,4.0,0.526,4,4,9.605911330049262
583,165.83,5.05955,4.0,0.742,18,7,34.58805625006177
584,84.094,2.8787333333333334,4.0,0.42,4,0,21.884625182371877
585,95.321,4.123783333333333,4.0,0.916,5,0,27.159525839944713
586,137.359,3.6577833333333336,4.0,0.901,7,0,42.922170531332725
587,161.858,3.93845,4.0,0.327,4,0,20.566466503319834
588,105.929,3.787783333333333,4.0,0.598,8,4,24.288612073024243
589,116.669,3.3011,4.0,0.725,9,7,32.71636727151556
590,87.004,3.3161,4.0,0.658,4,0,32.266819456590575
591,178.519,5.484166666666667,4.0,0.528,9,2,30.08661297675125
592,135.902,3.9699999999999998,4.0,0.506,8,3,18.891687657430733
593,95.119,3.7407666666666666,4.0,0.402,27,26,25.663188472951177
594,126.007,3.844,4.0,0.563,11,8,27.05515088449532
595,114.044,3.3175666666666666,4.0,0.765,10,3,42.80245561505923
596,85.622,3.8922166666666667,4.0,0.296,4,0,25.178454436846184
597,122.733,2.7026666666666666,4.0,0.854,7,2,39.590527873704985
598,144.635,8.009333333333334,4.0,0.583,9,1,5.119027800898951
599,107.989,4.316450000000001,4.0,0.379,4,0,16.448702058404475
600,176.748,5.163333333333333,4.0,0.753,11,3,27.88896061975468
601,103.929,6.724216666666666,4.0,0.605,8,1,13.384458660612266
602,111.881,3.5851166666666665,4.0,0.575,8,5,17.014787989233266
603,118.461,2.878216666666667,4.0,0.289,23,20,28.489863515023767
604,88.434,3.8097833333333333,4.0,0.321,4,0,48.82167402345715
605,164.848,3.57045,4.0,0.531,4,1,19.88544861291994
606,150.073,2.822566666666667,4.0,0.557,4,0,37.90875916718825
607,130.032,3.1893333333333334,4.0,0.417,5,0,30.413879598662206
608,136.055,3.7053333333333334,4.0,0.477,9,0,60.72328175602735
609,104.938,4.086666666666667,4.0,0.357,14,11,28.87438825448613
610,101.003,3.2753333333333337,4.0,0.705,7,3,22.593120293099936
611,144.125,3.5122166666666668,4.0,0.306,9,0,18.79155139441853
612,128.128,3.976,4.0,0.179,4,0,10.311871227364184
613,79.109,4.666666666666667,4.0,0.336,13,2,28.71428571428571
614,127.099,3.6311166666666663,4.0,0.605,8,2,34.70006930833949
615,109.863,3.9512833333333335,4.0,0.96,5,0,28.59830350476849
616,140.006,3.743333333333333,4.0,0.775,34,20,46.74977738201247
617,117.39,3.75,3.0,0.332,5,0,23.466666666666665
618,125.819,3.8028833333333334,4.0,0.742,8,0,22.351461391137427
619,98.957,4.56445,4.0,0.514,4,0,18.841262364578427
620,140.006,2.14285,4.0,0.384,5,5,34.533448444828146
621,91.573,4.588666666666667,4.0,0.531,8,8,25.061746331541478
622,138.856,5.098216666666667,3.0,0.281,16,12,36.09105144609389
623,112.777,4.288883333333334,4.0,0.812,6,0,10.02591972269394
624,104.95,3.4566666666666666,4.0,0.159,4,1,18.80424300867888
625,129.941,9.139333333333333,4.0,0.526,11,4,4.704938361660223
626,89.994,2.8771166666666668,4.0,0.504,7,1,18.768790513650817
627,169.563,6.181116666666667,3.0,0.39,15,10,15.531174248450252
628,124.558,3.81555,4.0,0.536,5,1,15.46303940454194
629,121.569,3.08645,4.0,0.871,17,12,55.72745387095206
630,120.366,2.5597833333333333,4.0,0.374,17,5,39.847122477813876
631,121.876,4.02245,4.0,0.346,5,0,32.567216497408296
632,161.794,4.792199999999999,4.0,0.798,7,4,17.737156212178125
633,129.978,3.6307666666666667,4.0,0.653,4,0,21.20764209579244
634,144.004,8.589783333333333,4.0,0.608,6,3,15.367093077629045
635,126.644,6.967116666666667,4.0,0.605,8,3,5.310661751513658
636,138.017,4.03955,4.0,0.619,4,0,34.409773365845204
637,98.049,4.00715,4.0,0.688,19,9,16.969666720736683
638,82.228,3.75,4.0,0.542,4,0,37.86666666666667
639,109.099,3.0697833333333335,3.0,0.441,21,15,32.5755889395017
640,130.036,3.0157833333333333,4.0,0.8,9,1,73.61271532548204
641,75.16,4.313916666666667,4.0,0.22,6,1,41.49361562385303
642,121.14,3.9322166666666667,4.0,0.363,68,57,32.80592371563113
643,144.041,4.504883333333334,4.0,0.67,5,0,17.53652517823251
644,122.964,4.00845,4.0,0.51,7,3,20.70625802991181
645,102.211,2.7097166666666666,4.0,0.733,13,5,21.773494153755312
646,163.893,5.869783333333333,4.0,0.623,4,0,22.999145340401547
647,111.647,2.6986666666666665,4.0,0.857,3,0,18.527667984189723
648,149.875,3.2901833333333332,3.0,0.561,5,1,29.481639827567868
649,114.243,5.702883333333333,4.0,0.586,7,0,22.44478670146388
650,87.335,6.015116666666667,4.0,0.624,8,0,19.783489929538636
651,97.798,4.73,4.0,0.605,4,0,25.15856236786469
652,78.93,4.131783333333334,4.0,0.472,6,1,14.76360086645395
653,142.171,6.478883333333333,3.0,0.364,7,1,25.467351626952176
654,167.797,5.099533333333333,3.0,0.681,7,2,20.982312106990186
655,79.196,3.0888833333333334,4.0,0.186,16,14,26.54681033598981
656,103.998,4.131783333333334,4.0,0.629,7,0,41.87054016223826
657,100.015,3.5715,4.0,0.792,3,1,29.11941761164777
658,130.082,4.622116666666667,4.0,0.323,9,2,20.55335398284336
659,78.46,2.9631166666666666,4.0,0.132,14,8,44.8851715817242
660,177.928,3.822666666666667,4.0,0.797,4,0,24.851761423090334
661,90.941,2.9113333333333333,4.0,0.431,5,0,31.944126402564688
662,90.937,4.516,4.0,0.86,7,3,27.45792736935341
663,113.038,3.014883333333333,4.0,0.488,18,12,32.505403746966444
664,80.007,4.061116666666667,4.0,0.657,7,5,38.41308014626519
665,63.05,3.3928833333333333,4.0,0.127,7,1,29.47345669612375
666,112.05,2.94245,4.0,0.774,5,5,25.149110435181566
667,78.961,4.0377833333333335,4.0,0.504,13,8,34.42482880458337
668,94.425,4.271116666666667,4.0,0.517,12,8,46.59203096770165
669,91.509,4.058216666666667,3.0,0.085,10,6,19.713092368158428
670,130.208,5.191333333333334,4.0,0.404,15,15,24.07859252600488
671,148.305,7.913116666666666,3.0,0.0481,40,40,28.812920320059312
672,121.822,4.037333333333334,4.0,0.868,6,5,3.715323645970938
673,74.953,3.295533333333333,4.0,0.327,7,2,26.702809863856128
674,120.006,4.090433333333333,4.0,0.225,5,3,30.314636591070222
675,144.926,3.8353333333333333,4.0,0.832,3,0,17.469146532244046
676,127.964,4.223116666666667,5.0,0.537,8,4,34.80841558564567
677,119.287,2.16955,4.0,0.467,7,2,26.272729367841258
678,129.847,7.168883333333333,4.0,0.505,28,19,23.1556286078957
679,138.134,2.7266666666666666,4.0,0.583,8,3,31.17359413202934
680,74.653,5.7317833333333335,3.0,0.562,4,0,10.293480504903942
681,147.997,2.3615500000000003,4.0,0.829,3,0,28.371196883402845
682,109.959,3.985783333333333,4.0,0.387,6,2,23.583820829866152
683,185.044,2.814,4.0,0.444,4,1,21.321961620469082
684,89.911,2.634,4.0,0.479,15,8,74.791192103265
685,96.195,2.3888833333333332,4.0,0.462,8,2,46.88382996239526
686,95.162,3.6332833333333334,4.0,0.636,12,0,26.42238195938476
687,176.119,3.781766666666667,4.0,0.677,5,1,19.303147558901042
688,108.736,4.7522166666666665,4.0,0.682,9,2,28.40779566027082
689,112.96,3.63355,4.0,0.936,6,0,16.512776761018838
690,122.803,3.7117833333333334,4.0,0.96,6,0,23.16945583210227
691,85.796,4.697783333333334,3.0,0.112,9,3,22.98956600098628
692,130.547,4.456,4.0,0.723,17,7,34.78456014362657
693,152.053,3.509333333333333,4.0,0.785,4,0,44.73784194528876
694,122.565,3.814,4.0,0.24,7,2,22.286313581541688
695,136.002,3.56845,4.0,0.674,8,4,24.66056691280528
696,136.149,3.1668833333333333,4.0,0.131,30,23,51.78593043633857
697,99.048,3.4522166666666667,4.0,0.771,4,2,24.621861316159183
698,128.291,3.76645,4.0,0.932,6,0,19.381645846885
699,119.949,3.314216666666667,4.0,0.443,4,0,22.32805137463352
700,134.896,3.5780000000000003,4.0,0.117,8,6,28.228060368921184
701,95.958,3.1224833333333333,4.0,0.607,4,0,45.79688175544038
702,98.049,4.00715,4.0,0.688,13,4,42.42416680184171
703,149.908,3.41245,4.0,0.741,8,2,28.71836949991941
704,76.548,2.712,4.0,0.326,12,10,37.610619469026545
705,139.647,5.417083333333333,4.0,0.352,6,2,16.614106607184063
706,141.996,3.7497833333333332,4.0,0.659,6,2,30.668438620898097
707,87.502,4.6255500000000005,4.0,0.0739,26,14,27.67238490557879
708,175.946,4.72045,4.0,0.605,5,1,9.956677859102417
709,112.844,5.310883333333334,4.0,0.0203,13,4,19.017552007983603
710,167.624,3.2760000000000002,4.0,0.508,31,11,32.967032967032964
711,160.032,3.2317166666666663,4.0,0.564,18,18,17.328251754743352
712,141.284,3.8233333333333333,3.0,0.147,7,2,30.34001743679163
713,68.534,3.68845,4.0,0.543,29,9,401.25255866285295
714,162.593,3.247333333333333,4.0,0.728,17,2,48.0394169575036
715,118.393,3.811783333333333,3.0,0.445,7,7,17.57707459762928
716,95.988,4.50555,4.0,0.801,11,0,14.870548545682546
717,124.038,4.139333333333334,4.0,0.582,4,0,24.400064422612335
718,164.036,4.797116666666667,4.0,0.917,8,3,33.56182706973286
719,76.724,3.4588666666666668,3.0,0.604,10,5,52.32927934005358
720,141.917,4.087783333333333,4.0,0.299,6,2,17.368826625677322
721,149.914,4.9575499999999995,4.0,0.703,12,6,29.04660568224224
722,99.953,3.384,4.0,0.417,4,0,21.27659574468085
723,124.949,3.4057833333333334,4.0,0.78,8,1,25.251165908968566
724,77.078,4.812216666666667,4.0,0.335,18,12,57.56183048006289
725,86.327,7.478666666666667,4.0,0.62,7,1,18.987341772151897
726,178.893,3.7981166666666666,3.0,0.197,41,33,37.12366216589801
727,78.068,2.83445,4.0,0.851,5,2,23.990544902891216
728,81.987,3.6666666666666665,4.0,0.581,11,1,21.81818181818182
729,78.003,3.8495500000000002,4.0,0.511,29,24,50.65527139535789
730,177.734,5.65,3.0,0.55,10,3,39.292035398230084
731,110.823,5.266216666666667,4.0,0.143,3,0,10.254040693350381
732,107.849,4.899333333333333,4.0,0.568,10,4,22.65614369301946
733,113.375,3.149783333333333,4.0,0.833,8,5,38.73282289257992
734,82.619,3.1115500000000003,4.0,0.779,15,8,34.70938921116485
735,125.83,7.4152,4.0,0.28,16,10,31.826518502535336
736,96.005,1.4410333333333334,4.0,0.455,45,41,115.88906109042122
737,72.953,3.1412166666666668,4.0,0.0206,4,0,32.78984257692083
738,178.539,4.099333333333333,3.0,0.434,8,6,34.88372093023256
739,93.716,4.1226666666666665,4.0,0.175,10,0,11.64294954721863
740,83.886,3.203333333333333,4.0,0.356,8,1,26.84703433922997
741,136.943,5.133333333333334,3.0,0.416,7,4,22.79220779220779
742,63.761,3.08155,4.0,0.298,4,0,23.36486508412974
743,120.794,3.12045,4.0,0.391,6,0,8.973064782323062
744,90.831,3.7513333333333336,4.0,0.411,78,62,38.11977963390794
745,149.955,3.4133333333333336,4.0,0.135,18,13,20.21484375
746,128.606,3.8111166666666665,4.0,0.934,15,9,54.83957020470816
747,93.986,2.7446833333333336,4.0,0.769,31,20,40.80616464558753
748,179.43,4.470716666666666,3.0,0.41,4,0,25.946623024645568
749,79.207,3.8446166666666666,4.0,0.36,9,6,36.154449728408125
750,124.631,2.5871166666666667,4.0,0.849,8,1,46.38368325098082
751,172.312,3.103333333333333,4.0,0.392,11,5,19.011815252416756
752,138.002,3.6595500000000003,4.0,0.225,9,4,39.34910029921711
753,113.33,3.5471166666666667,4.0,0.939,4,0,37.49524261489378
754,118.02,3.3302166666666664,4.0,0.759,4,0,36.934533789092804
755,132.116,5.328216666666666,4.0,0.805,12,9,23.83536705526865
756,122.207,4.592,4.0,0.351,4,0,9.581881533101045
757,123.419,4.34845,4.0,0.429,18,4,24.8364359714381
758,173.556,4.2204500000000005,4.0,0.493,30,17,24.87886362828608
759,138.51,4.116216666666667,4.0,0.481,5,1,19.192381353427294
760,112.704,3.5533333333333332,5.0,0.427,11,7,57.69230769230769
761,76.968,2.8114166666666667,4.0,0.5,6,4,15.650472774698402
762,145.244,5.337116666666666,4.0,0.735,34,15,36.349214775768445
763,149.508,3.216,4.0,0.9,6,0,14.614427860696516
764,129.973,6.016,4.0,0.397,9,5,21.94148936170213
765,172.404,4.207783333333333,4.0,0.936,5,0,19.250040599365462
766,112.864,3.2697999999999996,4.0,0.537,4,0,13.762309621383572
767,153.119,5.001783333333334,4.0,0.629,4,4,16.59408144428487
768,175.924,3.4002166666666667,4.0,0.714,6,3,19.704626665947757
769,71.912,3.752216666666667,4.0,0.535,6,1,30.91505909839961
770,127.099,3.6311166666666663,4.0,0.605,11,5,25.06116116713408
771,81.42,3.3068833333333334,4.0,0.192,15,4,27.820757712448277
772,76.995,3.534,4.0,0.18,8,3,18.9586870401811
773,97.224,3.4853333333333336,4.0,0.232,12,7,11.763580719204283
774,109.994,3.94545,4.0,0.556,11,11,15.71430381832237
775,151.609,4.783333333333333,4.0,0.633,9,2,22.99651567944251
776,136.029,3.002683333333333,4.0,0.415,7,0,24.977658871786904
777,119.416,2.45,4.0,0.26,17,14,40.0
778,79.785,4.358883333333334,4.0,0.532,5,1,20.87690654716613
779,174.464,4.04955,3.0,0.416,22,12,20.496104505438876
780,85.043,3.5244500000000003,4.0,0.557,4,0,22.414844869412246
781,115.0,4.75,4.0,0.654,13,3,15.789473684210526
782,116.123,4.072216666666667,3.0,0.301,8,4,26.275615655683023
783,149.849,4.728466666666667,3.0,0.267,6,0,20.937019752703485
784,76.497,3.086,4.0,0.104,13,4,30.13609850939728
785,86.813,3.1719999999999997,4.0,0.315,6,0,34.36317780580076
786,127.059,3.786016666666667,4.0,0.363,16,1,18.489089236268548
787,136.022,4.6466666666666665,4.0,0.647,18,6,26.685796269727405
788,118.984,3.921116666666667,4.0,0.741,7,0,20.65738076313295
789,113.542,3.6708,4.0,0.485,3,1,14.438269587011007
790,120.117,4.27445,4.0,0.286,24,21,32.518803588765806
791,138.178,4.92555,4.0,0.417,6,1,24.971830556993634
792,160.068,3.0158666666666667,4.0,0.614,6,0,22.54741588929661
793,134.438,2.8575166666666667,4.0,0.328,8,4,28.346291360213705
794,172.332,3.8728833333333332,4.0,0.263,4,0,30.726461335869487
795,167.792,4.285116666666667,4.0,0.473,12,2,12.135025495221832
796,111.946,4.174216666666667,4.0,0.716,6,0,25.873117910346448
797,161.026,2.8082166666666666,4.0,0.752,24,11,29.200026113844494
798,160.916,3.4368833333333333,4.0,0.0741,15,7,10.183645066023965
799,174.567,4.4062166666666664,3.0,0.0348,60,51,34.269762797259936
800,135.975,4.5648833333333325,4.0,0.381,8,3,29.135465309445664
801,166.657,5.566666666666666,4.0,0.615,6,2,8.622754491017965
802,170.173,4.12955,4.0,0.474,5,0,17.193156639343268
803,83.391,2.6606666666666663,3.0,0.182,9,3,10.89952392883989
804,105.64,7.128216666666666,4.0,0.236,18,15,7.154664677701062
805,154.047,4.333783333333333,4.0,0.927,7,4,51.45619493360305
806,159.885,3.096883333333333,4.0,0.812,11,10,39.717350239219
807,111.994,7.628183333333333,3.0,0.407,7,5,4.9815268379758395
808,122.061,2.8173000000000004,4.0,0.644,3,1,25.5563837716963
809,78.009,2.8718,4.0,0.118,10,5,22.285674489866985
810,124.359,3.2644499999999996,4.0,0.552,5,3,6.126606319594419
811,125.497,5.409549999999999,4.0,0.681,18,11,32.35019548760988
812,124.619,6.26445,4.0,0.589,4,0,4.948558931749794
813,147.125,6.522933333333333,4.0,0.508,7,2,10.88467356199665
814,120.046,3.4671000000000003,4.0,0.373,7,2,16.4402526607251
815,114.942,6.86,4.0,0.313,15,7,22.303206997084548
816,145.109,3.10355,4.0,0.517,6,2,23.521451241320424
817,135.448,3.7268833333333333,4.0,0.941,5,1,16.36756360318944
818,83.104,4.01205,3.0,0.404,15,8,37.885868820179205
819,64.934,2.03145,4.0,0.308,3,0,14.767776711216127
820,125.053,6.690216666666667,4.0,0.0812,8,5,18.08611081355113
821,103.001,4.32845,4.0,0.663,11,6,31.188993750649768
822,78.65,4.574,1.0,0.134,6,1,9.838216003498033
823,139.934,3.8651166666666668,4.0,0.781,7,2,35.18651873380277
824,97.005,3.2586500000000003,4.0,0.694,5,0,52.168842925751456
825,73.884,4.80555,4.0,0.653,4,0,29.757259834982467
826,132.071,3.9111166666666666,4.0,0.477,9,3,23.011330949813992
827,76.379,3.9753333333333334,4.0,0.263,3,0,23.142713399295655
